,"(0, 0)","(0, 1)"
6085,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7296525748465292}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5589.121550950069}}"
6086,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.148595615570843}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5591.4500134109385}}"
6087,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.25596456604695617}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5037.595783318137}}"
6088,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.29523624801868376}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4171.332679679434}}"
6089,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3309262027125612}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6348.988205093616}}"
6090,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6053132696897372}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4214.934861052406}}"
6091,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.021005225090060413}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1584.0113333520299}}"
6092,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.07494178581965248}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2163.1197776065774}}"
6093,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5091784691364446}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5219.730910865351}}"
6094,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7462695524478242}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4356.443349771203}}"
6095,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8020605138944908}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 112.44810653607641}}"
6096,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.20136366378376902}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7766.115321416161}}"
6097,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.52434319019545}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7874.9984692033495}}"
6098,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.093546037695529}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5473.1217917833055}}"
6099,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6948197716971034}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2447.261652568449}}"
6100,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9288284502744569}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3338.5420012822715}}"
6101,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.84056455478483}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4917.956075108319}}"
6102,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9057742428710862}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7199.032665757451}}"
6103,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6616905493920547}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4824.791452922422}}"
6104,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5057758874876295}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1070.7488507866565}}"
6105,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.16747733162815306}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7337.032894817694}}"
6106,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7122080249410624}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4336.75888295583}}"
6107,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6277451292974943}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5067.867231817693}}"
6108,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9497787442645801}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7051.989523742349}}"
6109,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8908919433714667}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4610.33885158821}}"
6110,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9823743815441278}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 470.4630063390437}}"
6111,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4141305687955983}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3735.8708648180773}}"
6112,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.42663452237254235}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2051.1777089714333}}"
6113,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18131243711568085}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 853.631434724142}}"
6114,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5438936803439878}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1415.5052804453178}}"
6115,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.605735141321072}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6091.44392881003}}"
6116,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.07152231079868548}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1998.574331945455}}"
6117,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.40864353562426725}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3523.413455297013}}"
6118,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7654262463406919}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4695.552479150798}}"
6119,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5552026215030267}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3571.3054464804673}}"
6120,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.20530557688427845}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1016.5988483890781}}"
6121,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.032252054832862}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3003.309830291228}}"
6122,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8553652069005193}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3555.1964714822984}}"
6123,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8787019112539608}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2809.9003243296897}}"
6124,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.25281999182456394}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6287.384340376999}}"
6125,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8065605950385333}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5537.883650396231}}"
6126,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8980822653314449}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 754.8619298399311}}"
6127,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.35825185631152173}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1491.6066272856397}}"
6128,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1414758755598175}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2079.749610834665}}"
6129,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9030330924294224}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1032.0962920060424}}"
6130,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.14847945533055049}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1780.9203628663786}}"
6131,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.05980630820694779}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2973.1853489770497}}"
6132,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.402898803679383}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7148.861143019532}}"
6133,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.32285427715098425}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2652.15769934803}}"
6134,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1402978179275519}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3336.806805720968}}"
6135,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8071791928929116}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5716.293241706253}}"
6136,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6201446257581565}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5612.157108916132}}"
6137,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.266133761090861}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 646.8663067526965}}"
6138,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4233975530087899}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5675.590170544641}}"
6139,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9000562087136753}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3074.5754695601017}}"
6140,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5302844953962971}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4377.751195515919}}"
6141,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.029735137512895915}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4994.769881129283}}"
6142,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3566769044621335}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7531.633656712533}}"
6143,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11457765439169812}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6638.570735486037}}"
6144,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.952634555454623}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5354.557334094869}}"
6145,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18592673488198647}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4901.45129249604}}"
6146,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3323755147016172}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6179.034852305467}}"
6147,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7191803660525039}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5886.250950213057}}"
6148,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2751910464377175}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5245.836859988078}}"
6149,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1313295745668403}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7071.238811541349}}"
6150,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.38746158474089487}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4419.6244664805545}}"
6151,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2118079122402927}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5988.14188704138}}"
6152,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6857124100948596}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 729.1134035563069}}"
6153,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.41805050962480805}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5474.2929932465095}}"
6154,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.07498647621329133}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4877.983047511452}}"
6155,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9017517830815784}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4684.406529145767}}"
6156,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.912623123610531}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2896.2647570257645}}"
6157,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3159983477486337}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 961.933704763118}}"
6158,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6317833601665885}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5998.991898069757}}"
6159,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.51542865928934}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6082.234180154381}}"
6160,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.45074636904177406}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5442.85879734404}}"
6161,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7273861343714175}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7743.39802422044}}"
6162,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.08935456523918768}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4999.879946397285}}"
6163,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7958592513415033}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6879.696221842937}}"
6164,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7063638849577714}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6705.598752682398}}"
6165,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3129591243005792}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1571.8518400300954}}"
6166,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4127855500850905}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 765.2352226416637}}"
6167,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7422706422133022}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4399.882117235366}}"
6168,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7237066462761711}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2832.08318093698}}"
6169,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10591999457717037}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1966.9282325071379}}"
6170,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2487579194470566}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6462.194001354063}}"
6171,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3406551250933607}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5479.82509479304}}"
6172,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.32573795849498277}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1557.7228687040267}}"
6173,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7943835620042154}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1111.1197251685198}}"
6174,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10873988978661346}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3216.256603016456}}"
6175,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.85935124968345}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2499.0792878961374}}"
6176,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.385446470719335}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2596.2572301847695}}"
6177,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.17637045001627547}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4556.211412784001}}"
6178,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.059700899413284}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 695.3091671965251}}"
6179,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6309441965220902}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3795.9419934907814}}"
6180,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.988996559784749}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2957.1742832180144}}"
6181,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.16747640966102625}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2325.866479711371}}"
6182,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9365875831236251}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1094.9259040096563}}"
6183,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5857950010271559}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3921.4743167652728}}"
6184,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4399026865436721}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3067.836027392381}}"
6185,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9290476583608962}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7859.091085588401}}"
6186,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6071541179633023}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1419.217543843347}}"
6187,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.766003200650023}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5889.41778986878}}"
6188,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6645541647972508}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2205.394312093757}}"
6189,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.48305483597432647}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2432.998145812288}}"
6190,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.44383412470985056}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1104.2912480791906}}"
6191,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4554171228192295}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2292.3632540714207}}"
6192,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9992373857848711}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3865.895044126096}}"
6193,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5579476272405356}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1514.5668246088824}}"
6194,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3963760301209185}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7166.611678320871}}"
6195,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5401685725127957}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4666.768531063136}}"
6196,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6534736998923086}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2343.7825277014495}}"
6197,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7336792953577475}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5074.225890754456}}"
6198,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.20822688427497052}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2898.7883175999596}}"
6199,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.34751772580708123}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3064.9724521692297}}"
6200,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5629292370149271}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6680.2271222346935}}"
6201,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.398628771032899}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 970.8397392812102}}"
6202,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.047653865175961624}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3333.4634753630758}}"
6203,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.04649313806307122}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4005.6058823423937}}"
6204,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.018012796899593182}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7742.146009938685}}"
6205,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4844378938698867}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4615.95248899892}}"
6206,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8638524639244604}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2014.5413590670362}}"
6207,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.07684302457279353}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4530.528726941556}}"
6208,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5160682367206939}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6073.912663429936}}"
6209,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8631665608246706}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6753.2297064198465}}"
6210,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.37111725654908034}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1650.69232483298}}"
6211,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5212563234756156}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 957.0964242542966}}"
6212,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8920060196707442}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6084.747539635711}}"
6213,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5765387773696088}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7669.654525581506}}"
6214,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.33825553986365464}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3501.88170244564}}"
6215,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.02757291191732561}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4381.564938681003}}"
6216,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7124901832464624}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6100.785637447731}}"
6217,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9513521461828736}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3856.3300792028645}}"
6218,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5561898082779088}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7273.999280608628}}"
6219,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7303884207874564}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2381.838484937669}}"
6220,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10451015587596563}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4932.254173095211}}"
6221,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.469953768614581}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7116.305015480451}}"
6222,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6976599873152907}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7183.235273705846}}"
6223,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5527212704464953}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 515.881005085652}}"
6224,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5456841507923104}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7017.164151159026}}"
6225,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11977655059311668}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4192.813539866524}}"
6226,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.07633376310852294}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5300.934445121227}}"
6227,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7126364269849218}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4537.803403275641}}"
6228,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4420882899481472}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4943.890729409091}}"
6229,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.35596787253462736}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7410.0897978135745}}"
6230,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9010711859291195}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5675.038353999935}}"
6231,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4619033469578438}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3195.511079697786}}"
6232,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.16285268870830383}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6685.990669444052}}"
6233,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7594782556814541}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 842.2336760708414}}"
6234,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9648877274383802}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2313.527644809208}}"
6235,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.33477710159871543}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5522.431944068122}}"
6236,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.14316698132257308}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1151.1270989136437}}"
6237,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1941848852860162}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4777.40015351237}}"
6238,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7929231282938625}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2358.2149591664784}}"
6239,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.033602276743073756}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6890.283823999604}}"
6240,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6729143660597208}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6227.827096007535}}"
6241,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6582175408727274}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3054.964039902098}}"
6242,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5842915638613162}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1656.7040375340273}}"
